student_firstname,student_lastname,student_middlename,student_address,birthdate,birthplace,student_phonenumber,studenttype,sex,yearstarted,gradestarted,yearexpelled,yeardroppedout,yeargraduated,schoolfrom,schoolto,parent_firstname,parent_lastname,parent_address,econtact_firstname,econtact_lastname,econtact_address,econtact_phonenumber
Ingelbert,Giacomozzo,Moorhead,6651 Thackeray Junction,11/23/1994,Ciranca Satu,(884) 7662035,Undergraduate,Male,2002,1st grade,2005,0,2003,De La Salle University,Ateneo de Manila University,Kelwin,Giacomozzo,6651 Thackeray Junction,Bryanty,Quogan,7545 Hoffman Court,652-336-5606
Sherye,Pietron,Lithgow,44 Arizona Alley,3/3/2006,Simo,(148) 9930934,Graduate,Female,2010,1st grade,1999,0,2006,,,Jessika,Pietron,44 Arizona Alley,Delly,Braznell,20 Iowa Trail,956-609-9582
Carroll,McSkin,Grave,35552 Dovetail Point,7/21/1994,Eindhoven,(900) 2596834,Undergraduate,Male,2004,1st grade,1995,0,1992,,,Darn,McSkin,35552 Dovetail Point,Bran,Totterdill,21 Judy Alley,158-702-2073
Rolland,Meas,Beamson,5 Blackbird Circle,9/4/1996,Krajan Dukuhseti,(568) 6055147,Graduate,Male,1997,1st grade,2012,2007,1998,,,Leeland,Meas,5 Blackbird Circle,Roland,Yandle,4406 Browning Court,138-187-1882
Andrea,Vlasenkov,Lovie,1 Packers Trail,9/25/1997,Jiucaigou,(262) 9958973,Graduate,Male,1970,1st grade,2008,0,1989,,,Earl,Vlasenkov,1 Packers Trail,Gaspar,Tarver,481 Sugar Alley,282-641-2168
Odo,Mengue,Boldecke,569 Waubesa Park,10/4/1995,Sabangan,(584) 7466524,Undergraduate,Male,2009,1st grade,1999,0,1999,,,Jammal,Mengue,569 Waubesa Park,Lucas,Hubbard,52903 Darwin Street,610-432-9517
Charity,Fransman,Cazereau,833 Hoepker Street,5/15/2005,Xinshi,(901) 5181395,Undergraduate,Female,2009,1st grade,2002,0,2006,De La Salle University,Ateneo de Manila University,Morganne,Fransman,833 Hoepker Street,Kynthia,Santorini,60 Pankratz Road,973-768-3551
Sibyl,Neeves,Barbisch,2508 Anthes Hill,9/14/2013,Qizili,(438) 3144308,Graduate,Female,2008,1st grade,2010,0,1990,,,Sherry,Neeves,2508 Anthes Hill,Norri,Iglesia,417 Fairfield Crossing,995-417-4396
Penelopa,Medgwick,Bend,4 Redwing Circle,8/7/2013,Concepciﾃｳn,(383) 5352210,Undergraduate,Female,1992,1st grade,1994,1978,2008,,,Jodie,Medgwick,4 Redwing Circle,Constancy,Cornfoot,77 Dixon Drive,924-411-2995
Julee,Bramsen,Papes,03936 New Castle Crossing,3/30/1994,Taldykorgan,(397) 8580564,Undergraduate,Female,1996,1st grade,1997,0,2012,,,Berget,Bramsen,03936 New Castle Crossing,Carmelia,Antusch,10 Glendale Center,302-417-6773
Concordia,MacMickan,Huckfield,52356 Straubel Park,11/12/1999,Famagusta,(994) 2030857,Undergraduate,Female,1986,1st grade,2002,0,1996,,,Jena,MacMickan,52356 Straubel Park,Krystal,Vaudin,59623 International Point,986-590-4296
Ellissa,Waldocke,Gillanders,8676 Gale Street,7/24/2007,Sumisip,(124) 1831325,Undergraduate,Female,2000,1st grade,2007,0,1996,University of the Philippines,Ateneo de Manila University,Lucita,Waldocke,8676 Gale Street,Eachelle,Downing,448 3rd Alley,964-926-5801
Renado,Laxston,Faulkes,059 West Lane,7/23/2010,Brﾅ｡adin,(364) 7390356,Undergraduate,Male,2004,1st grade,2009,0,2003,,,Garald,Laxston,059 West Lane,Bartholomeo,Jackalin,120 Sachtjen Point,165-221-9770
Alyosha,Le Fevre,Whilde,27335 Division Circle,4/25/2013,Caﾃｱada de Gﾃｳmez,(527) 7820683,Undergraduate,Male,1985,1st grade,2008,0,1994,,,Britt,Le Fevre,27335 Division Circle,Jess,Tabourel,8 Hansons Junction,649-773-1915
Jude,Hein,Fayre,97 Trailsway Place,3/26/2000,Wushi,(610) 7638213,Graduate,Male,1991,1st grade,1996,2009,1988,,,Melvyn,Hein,97 Trailsway Place,Sax,Waple,5414 Comanche Road,533-753-5921
Valentia,Henke,MacChaell,45 Derek Circle,7/19/1995,Isawa,(722) 1303835,Graduate,Female,2002,1st grade,2002,0,2007,,,Dody,Henke,45 Derek Circle,Gennie,Edlyn,6 Garrison Lane,820-448-3632
Suzette,MacAllen,Pien,8 Dapin Terrace,10/8/2013,Skoﾅ・yszyn,(335) 7569931,Graduate,Female,2011,1st grade,2010,0,2010,,,Candra,MacAllen,8 Dapin Terrace,Muriel,Digginson,68717 Surrey Trail,104-874-9893
Perkin,Bownas,Cottem,3 Lukken Center,4/25/2003,Salam,(588) 4752584,Graduate,Male,2004,1st grade,2003,0,1999,,,Burnaby,Bownas,3 Lukken Center,Francklin,Gorton,5970 Anderson Parkway,336-286-7547
Ellsworth,Kingh,Wynne,161 Sachtjen Street,12/12/1998,Lugulu,(378) 9148791,Undergraduate,Male,2012,1st grade,2002,0,1997,,,Seumas,Kingh,161 Sachtjen Street,Foster,Magne,5781 East Point,837-619-0080
Riccardo,Bigrigg,Longmaid,0 Monument Crossing,2/17/2014,Buayan,(935) 4664549,Undergraduate,Male,1995,1st grade,1963,1992,1997,,,Marlo,Bigrigg,0 Monument Crossing,Lindsey,Tukely,00 Hansons Street,120-720-2851
Blisse,Rotherham,Boulden,89162 Fremont Plaza,6/19/1999,Chenzhouzhai,(223) 2305486,Graduate,Female,2006,1st grade,2009,1980,1992,,,Isahella,Rotherham,89162 Fremont Plaza,Giulia,Caslane,14 Elgar Place,546-660-4110
Clive,Meadley,Ortet,595 Sutteridge Center,10/7/2010,Charneca,(304) 5238921,Undergraduate,Male,2013,1st grade,2009,0,1994,,,Travus,Meadley,595 Sutteridge Center,Ly,MacKenney,29348 Pierstorff Crossing,164-115-3577
Sammy,Gollop,Baudou,3 Myrtle Way,12/15/2010,Gﾃｶteborg,(951) 4369507,Graduate,Female,1991,1st grade,1996,0,2001,,,Koo,Gollop,3 Myrtle Way,Dona,Lorroway,58 Cherokee Hill,298-455-9086
Gerry,Lonie,Oman,1 Pawling Street,12/10/1997,Apitong,(167) 1786628,Undergraduate,Female,2009,1st grade,1999,0,1999,,,Dorrie,Lonie,1 Pawling Street,Dulcinea,Baldini,1101 Drewry Crossing,163-619-1546
Jeniffer,Sigfrid,Vakhrushev,3 Coolidge Lane,11/7/2010,Veghel,(714) 5526089,Undergraduate,Female,2007,1st grade,1994,0,1998,,,Dotti,Sigfrid,3 Coolidge Lane,Marsha,Laba,8 Bartillon Court,906-608-2807
Stafani,Napoleon,Hasely,6401 Bobwhite Terrace,9/7/2009,Tyoply Stan,(357) 5769781,Undergraduate,Female,1963,1st grade,2009,0,2012,University of the Philippines,Ateneo de Manila University,Nolie,Napoleon,6401 Bobwhite Terrace,Sisile,Boydon,58 Morning Park,592-579-4758
Violante,Sammut,Plumbley,4 Granby Pass,4/9/2002,Jinshan,(498) 5260648,Graduate,Female,2006,1st grade,1994,0,2012,,,Mabelle,Sammut,4 Granby Pass,Ardyth,Boustead,412 Mayer Hill,653-440-6321
Drugi,Romeo,Ambrogioli,4120 Dakota Plaza,6/9/2000,Mburukullu,(528) 1622360,Graduate,Male,2012,1st grade,1995,0,1999,,,Rooney,Romeo,4120 Dakota Plaza,Alfons,Ravenshaw,3 Anthes Drive,628-741-6180
Beatriz,Broyd,Faich,034 Ridgeview Trail,2/10/2010,Arlington,(571) 6867130,Undergraduate,Female,2005,1st grade,2004,0,2009,,,Keely,Broyd,034 Ridgeview Trail,Elita,Holligan,0 Havey Trail,559-557-9612
Beryl,O'Carney,Perico,572 Melby Junction,5/27/2011,Severoural・・sk,(668) 5881228,Undergraduate,Female,2006,1st grade,2007,0,2006,,,Janella,O'Carney,572 Melby Junction,Merrily,O'Dogherty,046 Prentice Road,762-649-3186
Kamila,Killick,Perrinchief,92 Sullivan Trail,11/1/2007,Santo Tomas,(597) 7471394,Graduate,Female,1997,1st grade,1999,0,1998,,,Stephie,Killick,92 Sullivan Trail,Emma,De Bruijne,17961 Weeping Birch Circle,285-420-4615
Shaine,Jakaway,Paschke,21895 Arkansas Junction,9/18/2009,Wiskitki,(296) 4331772,Graduate,Female,1990,1st grade,1992,0,1998,,,Auguste,Jakaway,21895 Arkansas Junction,Crissy,Boland,3337 Saint Paul Center,456-229-3780
Cal,Armfield,Wannell,3 Onsgard Pass,2/4/1994,Paris 07,(709) 3314983,Graduate,Male,2000,1st grade,2008,0,1984,,,Allister,Armfield,3 Onsgard Pass,Rickie,Lindborg,8 5th Avenue,487-161-2594
Glynnis,Steel,Tottem,5 Raven Hill,7/12/2006,Takasaki,(789) 5017915,Graduate,Female,1994,1st grade,1998,0,2011,,,Esmeralda,Steel,5 Raven Hill,Oralla,Sewards,1863 Almo Place,474-606-6749
Rickey,Fortune,Bramstom,7 Sheridan Alley,12/2/2006,Plottier,(561) 8702947,Undergraduate,Male,1993,1st grade,2002,0,2012,,,Bailie,Fortune,7 Sheridan Alley,Whitby,Judron,14 Forest Dale Place,479-359-9250
Adah,Lannin,Stace,37765 Bluejay Plaza,2/11/1998,Okanagan,(122) 8359808,Graduate,Female,1984,1st grade,1978,0,2007,University of the Philippines,Ateneo de Manila University,Dasie,Lannin,37765 Bluejay Plaza,Kaleena,MacKeig,5 Sutherland Hill,418-936-5970
Bryna,Albiston,Timewell,249 Kedzie Center,8/26/2013,Sanxi,(760) 9361012,Graduate,Female,2007,1st grade,1987,0,2005,,,Cariotta,Albiston,249 Kedzie Center,Benni,Sultana,4444 Gale Court,102-670-1458
Deane,O'Keaveny,Sidworth,2 Talisman Avenue,8/11/2004,Liangshuihe,(302) 7212372,Graduate,Male,2009,1st grade,2011,0,2004,,,Kristopher,O'Keaveny,2 Talisman Avenue,Guthrie,Keach,41 Mallory Plaza,979-783-9342
Silvana,Royds,Bockh,16087 Blue Bill Park Lane,5/5/1996,Takahata,(110) 9068778,Undergraduate,Female,2007,1st grade,2009,0,2007,,,Jojo,Royds,16087 Blue Bill Park Lane,Ulrika,Lorenzetti,9880 Maywood Avenue,425-417-5775
Gallagher,Gosling,Blampey,9 Morning Circle,4/25/1999,Lac du Bonnet,(414) 1298162,Graduate,Male,1992,1st grade,2009,0,2000,,,Franciskus,Gosling,9 Morning Circle,Ilaire,Churcher,9 Lerdahl Road,481-839-2534
Drusie,Douthwaite,Thairs,9059 Hanover Road,9/12/1994,Yimnﾃｳn,(572) 2166343,Graduate,Female,2006,1st grade,2001,0,1999,,,Dee dee,Douthwaite,9059 Hanover Road,Nancy,Brandi,1747 Waywood Point,223-418-4918
Ly,D'Adda,Marris,355 Canary Avenue,5/3/2007,Stockholm,(755) 3638892,Undergraduate,Male,1994,1st grade,2003,0,1998,,,Dionysus,D'Adda,355 Canary Avenue,Lion,Gall,0243 Warrior Court,763-141-2585
Nobie,Lattie,Winkle,7 Hoepker Circle,8/5/2000,Adare,(459) 2311843,Undergraduate,Male,1985,1st grade,2006,0,2011,University of Santo Tomas,Ateneo de Manila University,Rooney,Lattie,7 Hoepker Circle,Lorrie,Riggoll,9 David Alley,843-535-8020
Liuka,Chapelhow,Huson,93217 Norway Maple Hill,7/21/2012,Qiaodong,(139) 4122815,Graduate,Female,1998,1st grade,2001,0,1990,,,Christi,Chapelhow,93217 Norway Maple Hill,Rahal,Cheel,564 Gateway Hill,191-653-2907
Annalise,Collier,Craigmyle,12 Kropf Way,6/7/1995,Lyon,(670) 6511404,Graduate,Female,1991,1st grade,2001,0,2004,University of the Philippines,Ateneo de Manila University,Cherrita,Collier,12 Kropf Way,Andi,Boykett,887 Eastlawn Crossing,707-707-0076
Bernita,Maynell,Brobyn,6 Glendale Crossing,7/6/2014,Gouyan,(403) 8872052,Graduate,Female,1993,1st grade,2006,0,1999,,,Kaylyn,Maynell,6 Glendale Crossing,Suzi,Harness,38164 Grover Avenue,502-927-5679
Tiffany,Lang,Zold,2 Mayer Trail,2/21/2013,Kryry,(242) 9429338,Undergraduate,Female,1990,1st grade,2002,0,1992,,,Myrtie,Lang,2 Mayer Trail,Candida,Bellsham,44720 Jackson Trail,941-485-5488
Wadsworth,Iwaszkiewicz,Sinclar,5 Mayfield Trail,6/6/2007,Bﾃ･stad,(460) 4408940,Undergraduate,Male,1995,1st grade,1995,0,2001,,,Emilio,Iwaszkiewicz,5 Mayfield Trail,Benjie,Elstow,69171 6th Plaza,567-774-1210
Marline,Stock,Banane,8 Knutson Way,10/19/2001,Guaiﾃｺba,(495) 8347342,Undergraduate,Female,2000,1st grade,2003,0,1996,,,Barbaraanne,Stock,8 Knutson Way,Vally,Lesley,539 Hazelcrest Road,248-438-6569
Maison,Hardisty,Pilpovic,770 Bunker Hill Avenue,3/31/2011,Ampanihy,(500) 4662461,Undergraduate,Male,1996,1st grade,1993,0,2005,,,Hadleigh,Hardisty,770 Bunker Hill Avenue,Selig,Boyse,1905 Mesta Park,548-453-4371
Jacobo,Clappson,Charge,6334 Hanson Plaza,1/15/1999,Vilca,(409) 9655602,Undergraduate,Male,1999,1st grade,2002,0,2005,University of the Philippines,Ateneo de Manila University,Ernesto,Clappson,6334 Hanson Plaza,Marc,Moland,79 Brickson Park Way,173-460-7498
Chico,Alesbrook,Franciskiewicz,58 Milwaukee Way,12/8/2009,Stopnica,(411) 9295114,Undergraduate,Male,1987,1st grade,2010,0,2011,,,Wang,Alesbrook,58 Milwaukee Way,Wood,Slatford,38 Luster Plaza,625-545-6298
Steffi,Haffard,Goroni,70205 Colorado Point,1/24/2006,Langgen,(397) 4680790,Graduate,Female,1992,1st grade,1987,0,2010,,,Blair,Haffard,70205 Colorado Point,Gloriane,Toping,822 6th Place,152-932-0778
Joseito,Qualtro,Mehaffey,30732 Oriole Park,12/15/2003,Umanggudang,(891) 1542429,Graduate,Male,2007,1st grade,2000,0,1999,,,Rodd,Qualtro,30732 Oriole Park,Demetri,Lesaunier,3 Bartillon Street,990-990-3460
Ermina,Nunan,Halbert,72 Mayer Crossing,5/4/1998,Yang Chum Noi,(410) 3843518,Undergraduate,Female,2000,1st grade,2008,0,2011,,,Helga,Nunan,72 Mayer Crossing,Mechelle,McGilben,47734 Eagle Crest Parkway,627-643-8355
Carmel,Harnwell,Danilowicz,1 Sunfield Point,9/26/2013,Stenungsund,(563) 8381988,Graduate,Female,2001,1st grade,1991,0,2003,,,Guinevere,Harnwell,1 Sunfield Point,Ora,Flello,5 Victoria Junction,460-854-1300
Sofie,Ferrar,Neillans,8489 Hoepker Avenue,4/25/2008,Chernogorsk,(989) 9002209,Undergraduate,Female,1994,1st grade,2005,0,2012,,,Crissy,Ferrar,8489 Hoepker Avenue,Emilee,McKinlay,9010 Nancy Park,235-531-4162
Sampson,Atkirk,Bendik,0248 Cordelia Road,10/2/2010,Lok,(584) 4036148,Graduate,Male,2010,1st grade,1984,0,2006,,,Orson,Atkirk,0248 Cordelia Road,Brett,Margetts,3011 Dakota Lane,649-746-7117
Nikki,Summerlad,Downie,3913 3rd Street,1/16/1994,Saryﾃｶzek,(849) 1995434,Undergraduate,Female,2003,1st grade,2012,2009,2011,,,Odele,Summerlad,3913 3rd Street,Marge,Faire,4 Russell Place,514-418-2381
Ahmed,Maso,Heintzsch,349 Prairie Rose Junction,4/21/2001,Luopioinen,(244) 6748562,Undergraduate,Male,1999,1st grade,1989,0,1995,,,Alden,Maso,349 Prairie Rose Junction,Eward,Cockle,931 Del Mar Lane,713-873-0762
Laurent,Doghartie,Lafaye,0 Merrick Circle,7/10/2000,Sopron,(958) 4735273,Graduate,Male,2008,1st grade,1997,0,1992,,,Bartholemy,Doghartie,0 Merrick Circle,Erhard,Gainsburgh,07607 Hollow Ridge Crossing,857-690-6168
Gretna,Lowrey,Lennarde,835 Oneill Parkway,4/7/2004,Vyerkhnyadzvinsk,(713) 3983461,Undergraduate,Female,2005,1st grade,2002,0,1993,,,Jemimah,Lowrey,835 Oneill Parkway,Robby,Overill,54839 Coleman Way,530-367-8602
Charo,Beentjes,Normansell,31 Meadow Ridge Street,6/17/2002,Sidorejo,(231) 4258379,Graduate,Female,2010,1st grade,1989,0,1966,,,Glynnis,Beentjes,31 Meadow Ridge Street,Kalina,Smartman,86 Talmadge Hill,791-785-6806
Darelle,Spinage,Forster,13 Eggendart Alley,1/20/2001,Ipoh,(192) 9860610,Undergraduate,Female,1995,1st grade,2010,0,2009,University of the Philippines,Ateneo de Manila University,Dominique,Spinage,13 Eggendart Alley,Lotte,Bryers,830 Leroy Lane,881-733-1152
Brennan,Oldacres,Thexton,287 Armistice Center,2/15/2011,Hongwﾅ・n,(953) 7428133,Graduate,Male,2009,1st grade,2007,0,2000,,,Bryn,Oldacres,287 Armistice Center,Ford,Banger,3 1st Parkway,385-850-9528
Ebeneser,Marney,Satterthwaite,676 Prairieview Hill,8/18/2003,Chelgard,(728) 6741903,Undergraduate,Male,1997,1st grade,1996,0,1994,,,Tom,Marney,676 Prairieview Hill,Silvan,O'Keaveny,83 Shelley Avenue,111-355-7556
Dieter,Stark,Delle,72 Moose Plaza,7/20/1998,Evansville,(812) 9806192,Graduate,Male,1999,1st grade,2003,0,2012,,,Bar,Stark,72 Moose Plaza,Rodolph,Goodridge,62103 Pleasure Lane,549-988-5078
Briant,Venard,Clapp,1866 Mccormick Point,2/26/2014,Mapiripﾃ｡n,(785) 4112099,Graduate,Male,2007,1st grade,1968,0,2009,,,Omar,Venard,1866 Mccormick Point,Bobby,Woolmington,81 Acker Way,184-477-4067
Abey,Hyrons,Arnau,97 Kingsford Junction,7/12/1995,Koszﾄ・cin,(558) 8388876,Graduate,Male,2003,1st grade,1992,0,2010,University of the Philippines,Ateneo de Manila University,Waldon,Hyrons,97 Kingsford Junction,Andris,Bannell,58873 Elmside Terrace,506-186-5330
Marabel,Frusher,Legister,9695 Mcguire Street,7/22/2010,Siso,(846) 8469564,Undergraduate,Female,2009,1st grade,1986,0,1998,,,Giulietta,Frusher,9695 Mcguire Street,Courtnay,McPhail,4 Kim Court,803-458-6865
Chev,Wetherburn,Vanichkov,0 Eagle Crest Pass,8/20/2010,Canillo,(625) 6855506,Graduate,Male,1988,1st grade,1993,0,2007,,,Skipton,Wetherburn,0 Eagle Crest Pass,Normand,Longfoot,4 Katie Pass,185-522-5852
Malvina,Barrand,Basezzi,0 Ramsey Terrace,9/18/1999,Ljubeﾅ｡ﾄ・ica,(475) 4163891,Graduate,Female,1999,1st grade,2011,0,2006,University of Santo Tomas,Ateneo de Manila University,Charmion,Barrand,0 Ramsey Terrace,Marcelle,Keson,0 Buena Vista Parkway,256-511-1761
Gayelord,Oldknow,Lickorish,154 Bay Point,12/20/2005,Duhu,(600) 7794923,Graduate,Male,1999,1st grade,2002,0,1993,De La Salle University,Ateneo de Manila University,Wain,Oldknow,154 Bay Point,Nev,Leftbridge,76728 Bonner Pass,139-345-0810
Mariska,Elvy,Sawer,3 Maywood Park,7/12/2011,Lumsden,(345) 1250782,Graduate,Female,2009,1st grade,2013,0,2006,,,Cherilyn,Elvy,3 Maywood Park,Mariellen,Brazier,11 Nova Road,533-162-0668
Otes,Carff,Kyberd,73947 Sage Plaza,4/25/2001,Guanxi,(863) 4021992,Undergraduate,Male,2009,1st grade,2002,0,2006,University of Santo Tomas,Ateneo de Manila University,Mendy,Carff,73947 Sage Plaza,Kipp,Chambers,242 Sachtjen Center,694-403-6873
Arlyn,Saville,Caplen,86 Cordelia Court,12/10/2001,Privolzhskiy,(111) 6226152,Undergraduate,Female,2003,1st grade,2004,0,2005,,,Ronnie,Saville,86 Cordelia Court,Vivie,Blackie,298 Westridge Lane,936-316-6775
Siffre,Paschke,Tumility,8 Luster Road,8/10/1994,Yousheng,(939) 6411275,Graduate,Male,1997,1st grade,1984,0,2000,,,Willie,Paschke,8 Luster Road,Leonhard,Deegan,8 Spohn Road,977-222-4256
Perceval,Gonzalo,Eichmann,3119 Hallows Road,5/21/2008,ﾅ・afﾄ・shahr,(197) 7409991,Graduate,Male,1994,1st grade,1995,0,2012,,,Roderic,Gonzalo,3119 Hallows Road,Serge,Nichol,6 Mallory Avenue,122-674-1099
Harri,Pidler,Cowland,78797 Goodland Center,12/29/2006,Tamisan,(582) 5979712,Undergraduate,Female,2000,1st grade,2003,0,1993,,,Trina,Pidler,78797 Goodland Center,Audi,Madgwick,90145 Mosinee Street,879-374-9174
Martin,Brobyn,Healy,87146 Memorial Terrace,5/25/2006,Ardazubre,(292) 4526765,Graduate,Male,2006,1st grade,2003,0,2010,,,Aleksandr,Brobyn,87146 Memorial Terrace,Melvyn,Barts,2174 6th Road,290-492-9592
Florella,Atterley,Celli,82 Pearson Terrace,9/16/1996,Kamensk-Shakhtinskiy,(999) 5487958,Graduate,Female,2007,1st grade,2007,0,2008,,,Andi,Atterley,82 Pearson Terrace,Perry,Brooksby,7682 Morning Place,840-359-6872
Jerrold,Lytell,Mozzi,25619 Calypso Junction,9/19/2010,Bay Roberts,(844) 6598602,Graduate,Male,1994,1st grade,2003,0,1999,,,Sanderson,Lytell,25619 Calypso Junction,Cly,Lagadu,586 Thackeray Pass,327-189-8978
Demetris,Cullrford,Dyble,161 Grasskamp Street,9/10/1994,Huaqiao,(248) 9593259,Undergraduate,Male,2000,1st grade,2000,0,1990,,,Loren,Cullrford,161 Grasskamp Street,Worden,Drawmer,40487 Delladonna Crossing,887-108-6501
Rinaldo,Olczyk,Pellant,5373 Lyons Alley,11/28/1995,Laozhuang,(503) 4923964,Undergraduate,Male,2008,1st grade,1994,0,1996,,,Bronson,Olczyk,5373 Lyons Alley,Reinwald,Moncreif,5082 Sachtjen Center,497-892-6828
Martina,Calvie,Willshee,30 Moose Circle,8/12/2008,Gap,(730) 9383727,Undergraduate,Female,2001,1st grade,1999,0,1996,University of Santo Tomas,Ateneo de Manila University,Felicle,Calvie,30 Moose Circle,Mara,Weine,26 Boyd Street,617-583-5418
Charlotte,Olivelli,Powe,28 Northland Alley,2/16/1995,B・ｺｿn Tre,(907) 2808755,Undergraduate,Female,1996,1st grade,2013,0,1999,,,Ardisj,Olivelli,28 Northland Alley,Crista,Pavey,0081 Reindahl Parkway,770-402-4025
Marjie,Beloe,Concannon,400 Fieldstone Junction,3/10/1997,Colima,(812) 7314662,Graduate,Female,2005,1st grade,2010,0,1989,,,Chiquita,Beloe,400 Fieldstone Junction,Uta,Turfs,12611 Bartelt Circle,600-651-3903
Marcelia,Stronghill,Outridge,8919 Kropf Alley,2/9/2000,Mirﾃｳw,(286) 1525697,Undergraduate,Female,2004,1st grade,1999,0,2000,,,Lorry,Stronghill,8919 Kropf Alley,Pippa,Twohig,186 Schlimgen Park,482-678-9869
Sherill,Radin,Chiene,8 Caliangt Junction,1/16/1995,Xintang,(866) 9939218,Undergraduate,Female,2009,1st grade,1993,0,2006,,,Katerine,Radin,8 Caliangt Junction,Nerti,Wontner,8 Dryden Place,189-475-9752
Terrence,Hazlegrove,Vineall,49 Waywood Street,9/11/2011,Neringa,(133) 8534004,Graduate,Male,2008,1st grade,1988,0,1996,,,Guillaume,Hazlegrove,49 Waywood Street,Micah,Heskins,69795 Kedzie Lane,463-305-3847
Araldo,Gorrick,McAlindon,7257 Cordelia Road,7/30/1997,Caxias,(533) 9050634,Graduate,Male,2007,1st grade,2001,0,2008,,,Aldo,Gorrick,7257 Cordelia Road,Euell,Brightman,85 Roth Avenue,416-414-2713
Ira,Saffer,Pearsey,74487 Northwestern Park,1/20/2011,Ghﾄ・r al Mil・ｸｩ,(597) 3359306,Graduate,Male,1990,1st grade,1998,0,2001,,,Monroe,Saffer,74487 Northwestern Park,Bondie,Mateev,458 Alpine Hill,171-253-3102
Robbie,Antyshev,Birkett,4 Reinke Junction,7/30/2011,Bagadﾃｳ,(926) 5563535,Undergraduate,Male,2004,1st grade,2001,0,2004,,,Beniamino,Antyshev,4 Reinke Junction,Joey,Walcher,424 Atwood Circle,439-319-5172
Gillie,Yellowlees,Camous,2972 Waywood Park,5/30/2003,Montpellier,(830) 1656287,Undergraduate,Female,2011,1st grade,2011,0,2006,,,Nona,Yellowlees,2972 Waywood Park,Aili,Yuryaev,5982 Pierstorff Junction,513-952-3128
Kile,Sleford,Lamble,414 Myrtle Place,12/16/1997,Vale de Santarﾃｩm,(655) 6979602,Graduate,Male,1986,1st grade,2004,0,1997,,,Klaus,Sleford,414 Myrtle Place,Olly,Eastway,20 Randy Point,840-197-5897
Saleem,MacPharlain,Gerauld,69 Acker Drive,10/31/2001,Yancheng,(509) 2980068,Undergraduate,Male,2004,1st grade,1992,0,2010,De La Salle University,Ateneo de Manila University,Hamilton,MacPharlain,69 Acker Drive,Boycie,Charlon,4 Butterfield Trail,235-996-3507
Kerry,Janiszewski,Mitchell,6599 Bartillon Junction,12/17/2012,Voyutychi,(331) 9486832,Graduate,Male,2008,1st grade,1986,0,1998,,,Gardner,Janiszewski,6599 Bartillon Junction,Isaak,Blazey,446 Crowley Pass,565-971-1564
Tessi,Doust,Brownscombe,42161 Vahlen Park,3/29/2004,Qukuhu,(367) 9895609,Undergraduate,Female,2010,1st grade,2012,0,2005,,,Cornelle,Doust,42161 Vahlen Park,Torie,Melledy,6 Doe Crossing Trail,127-447-4355
Deloria,Zuan,Olennikov,205 Canary Place,6/23/2008,Shuangxi,(460) 7438828,Undergraduate,Female,1979,1st grade,1992,0,1989,,,Halimeda,Zuan,205 Canary Place,Clarinda,Trumpeter,87 Anderson Park,179-622-1307
Brander,Painter,McNeice,30726 Arizona Park,5/2/2001,Ballylinan,(355) 6700822,Undergraduate,Male,1989,1st grade,1993,0,2006,,,Ad,Painter,30726 Arizona Park,Delano,Drover,93 East Avenue,328-355-2422
Alwin,Braybrooks,Isham,4 Moose Road,7/30/1999,Liulin,(558) 3106299,Graduate,Male,1997,1st grade,2006,0,1989,,,Kenn,Braybrooks,4 Moose Road,Chrisy,Espadero,3 Cody Lane,681-855-3881
Nita,Serrurier,Armitt,42676 Dwight Avenue,5/4/2005,Watodei,(178) 8004238,Graduate,Female,1992,1st grade,1991,0,1993,,,Ramona,Serrurier,42676 Dwight Avenue,Thelma,McPhelimy,965 Daystar Circle,544-242-2001
Clementina,Dumphry,Center,322 Monument Alley,1/10/1996,Gwangtan,(554) 2368729,Undergraduate,Female,1993,1st grade,2006,0,2012,De La Salle University,Ateneo de Manila University,Patricia,Dumphry,322 Monument Alley,Dorella,Berling,07416 Loftsgordon Avenue,351-621-4299
Dud,Sothern,Grooby,59459 Fairfield Lane,7/6/2013,Colca,(612) 7817907,Graduate,Male,1989,1st grade,2001,0,2005,,,Darrel,Sothern,59459 Fairfield Lane,Vaclav,Tomasik,823 Loomis Pass,440-841-6117
Krystalle,Maulin,Gladdor,60 Merry Hill,9/28/2013,Ra-ngae,(426) 8413773,Undergraduate,Female,1999,1st grade,2008,0,2009,University of the Philippines,Ateneo de Manila University,Lauren,Maulin,60 Merry Hill,Celestina,Stagg,6845 Paget Point,179-361-7660
Eldin,Molineux,Sutcliffe,3 Merrick Hill,8/18/2011,Cambﾃｩ,(846) 2818689,Graduate,Male,2009,1st grade,1988,0,1982,,,Berkie,Molineux,3 Merrick Hill,Xerxes,Neachell,8 Lindbergh Circle,264-713-6375
Ardelis,Lightwood,Kirkby,41 Eliot Avenue,9/10/2004,Esso,(826) 2202998,Graduate,Female,1997,1st grade,1985,0,1995,University of Santo Tomas,Ateneo de Manila University,Aili,Lightwood,41 Eliot Avenue,Clarie,Cicullo,5252 Northwestern Crossing,343-937-9434
Thatch,Keppie,Gilpillan,4005 Lakewood Plaza,6/1/1999,Gangtun,(186) 6553790,Graduate,Male,1998,1st grade,2001,0,1987,,,Gay,Keppie,4005 Lakewood Plaza,Rafe,Warrender,8 Stone Corner Terrace,595-947-2626
